rho,agg_lambda,generated,delivered,dropped,drop_prob,avg_queue_delay,avg_e2e_delay,max_queue
nan,1000.0000,0,0,0,nan,0.00000000,0.00000000,0
nan,1000.0000,0,0,0,nan,0.00000000,0.00000000,0
nan,1000.0000,0,0,0,nan,0.00000000,0.00000000,0
nan,1000.0000,0,0,0,nan,0.00000000,0.00000000,0
